date,area,area_type,unvaccinated_cases,vaccinated_cases,unvaccinated_hosp,vaccinated_hosp,unvaccinated_deaths,vaccinated_deaths,population_unvaccinated,population_vaccinated,unvaccinated_cases_per_100k,vaccinated_cases_per_100k,unvaccinated_hosp_per_100k,vaccinated_hosp_per_100k,unvaccinated_deaths_per_100k,vaccinated_deaths_per_100k
8/19/22,California,State,2835,4968,121,216,19,20,6209896,28709214,49.38891086,18.542081,2.256766573,0.743414889,0.158732817,0.078620852
8/20/22,California,State,1937,3666,113,206,13,29,6207164,28711185,49.0286017,18.38706015,2.24395093,0.748339516,0.154199705,0.085083815
8/21/22,California,State,1785,3239,104,164,10,26,6205744,28712138,48.59092756,18.1113049,2.184612007,0.737368585,0.126610812,0.084085891
8/22/22,California,State,3918,6398,137,202,23,19,6201505,28715448,48.23022798,17.76843501,2.135426343,0.713901451,0.179679886,0.083578706
8/23/22,California,State,3345,5532,141,229,15,12,6197265,28718654,47.02996287,17.3316917,2.120751193,0.720288433,0.214380284,0.076107825
8/24/22,California,State,2927,5024,140,185,16,17,6194453,28720975,45.91435042,16.93436343,2.114795285,0.706303121,0.221396235,0.073117295
8/25/22,California,State,2653,4460,113,196,11,20,6191167,28723305,44.76423542,16.55549636,2.005160855,0.69530399,0.246895525,0.071121939
8/26/22,California,State,2521,4359,126,182,16,23,6186275,28727240,44.07452673,16.25038018,2.018292799,0.678300954,0.240162988,0.072604061
8/27/22,California,State,1553,2950,89,144,8,15,6183844,28729059,43.20474911,15.89331555,1.963642217,0.647428097,0.228706564,0.065637872
8/28/22,California,State,1471,2735,103,161,0,21,6182511,28729910,42.48851547,15.64223487,1.961754929,0.645917194,0.205649221,0.063149718
8/29/22,California,State,3184,5323,129,205,0,20,6178617,28732892,40.81819605,15.10613193,1.944494328,0.647341729,0.152600031,0.063640354
8/30/22,California,State,2864,4368,140,181,0,17,6175146,28735668,39.72838398,14.52599904,1.943273892,0.623416366,0.117984486,0.066119918
8/31/22,California,State,2443,4009,103,193,17,20,6171456,28738526,38.63177275,14.02000526,1.858788035,0.62733111,0.120369835,0.06760462
9/1/22,California,State,2152,3727,107,201,10,14,6167942,28741347,37.49340426,13.65429592,1.845950284,0.629754757,0.118122289,0.064615721
9/2/22,California,State,1831,3284,103,181,12,22,6163927,28744961,35.9186603,13.11832409,1.793847146,0.629178599,0.108928703,0.064110616
9/3/22,California,State,1114,2202,95,145,18,17,6161879,28746563,34.91281984,12.74587157,1.808353774,0.62964049,0.13214893,0.06510095
9/4/22,California,State,991,1972,83,141,12,18,6160711,28747370,33.80639484,12.36634864,1.76231978,0.619684017,0.160000085,0.063608303
9/5/22,California,State,1105,2035,97,172,11,20,6157563,28750005,29.0003413,10.73142671,1.688979877,0.603229709,0.185602184,0.063602473
9/6/22,California,State,2608,4782,124,176,16,18,6154563,28752637,28.42026082,10.93613978,1.652664628,0.600690245,0.222831186,0.0640935
9/7/22,California,State,2051,3597,104,158,12,19,6151397,28755394,27.52452585,10.73040915,1.655837574,0.58324461,0.211334108,0.063590554
9/8/22,California,State,1712,3297,91,178,0,18,6148250,28757996,26.51625608,10.51583308,1.619508455,0.571766445,0.188206865,0.065571825
9/9/22,California,State,1601,2996,80,162,0,21,6144752,28761387,25.99663211,10.37154432,1.566958508,0.562261777,0.160415634,0.065067396
9/10/22,California,State,981,2107,75,159,11,17,6142869,28763039,25.69529924,10.32376506,1.520927297,0.569182852,0.144185768,0.065063659
9/11/22,California,State,931,1935,82,137,9,14,6141797,28763868,25.56022517,10.30509129,1.518866779,0.567179828,0.137232986,0.063075165
9/12/22,California,State,1895,3485,86,127,0,14,6139200,28766220,27.40934138,11.02433936,1.493912655,0.544785814,0.111694404,0.060090322
9/13/22,California,State,1680,3080,91,157,12,12,6136471,28768631,25.26114533,10.17824886,1.417752972,0.535305277,0.10243207,0.057105851
9/14/22,California,State,1468,2756,88,127,9,13,6133834,28770615,23.91419694,9.759958207,1.38109844,0.519875674,0.0954891,0.054122682
9/15/22,California,State,1305,2573,103,140,8,0,6131759,28772325,22.97406479,9.399905738,1.409523294,0.50097744,0.114159738,0.045182306
9/16/22,California,State,1174,2433,65,114,7,12,6129462,28774681,21.98748089,9.119624496,1.375091554,0.477105947,0.130517164,0.040710393
9/17/22,California,State,818,1804,64,104,6,16,6128211,28775647,21.61199364,8.968893533,1.349729729,0.449785096,0.118888111,0.040212575
9/18/22,California,State,742,1657,55,105,7,21,6127465,28776077,21.17398584,8.830748045,1.286945627,0.433892163,0.114239739,0.043687083
9/19/22,California,State,1513,3094,76,137,8,17,6127176,28776212,20.28433887,8.636597876,1.263690996,0.438854545,0.132897393,0.045176203
9/20/22,California,State,1335,2755,57,125,6,14,6124644,28778290,19.48801316,8.474642318,1.18490852,0.422937866,0.118957351,0.046165753
9/21/22,California,State,1227,2463,64,112,11,10,6121272,28779971,18.93630698,8.328708879,1.129550478,0.415467509,0.123690445,0.044673926
9/22/22,California,State,1173,2358,67,108,9,0,6117967,28781583,18.63831097,8.221527337,1.046099137,0.399561067,0.126092307,0.044671424
9/23/22,California,State,995,2273,50,118,12,15,6113580,28783724,18.23341292,8.141505843,1.011799025,0.401516595,0.13786638,0.046157038
9/24/22,California,State,737,1723,50,111,10,8,6111332,28784812,18.05077612,8.100998342,0.979445117,0.404975473,0.147267404,0.042184945
9/25/22,California,State,695,1607,52,90,14,14,6109708,28785185,17.94567877,8.076079017,0.972690862,0.39752592,0.163673943,0.038710389
9/26/22,California,State,1450,3093,72,128,9,14,6105596,28786603,17.81035908,8.075184934,0.963986855,0.393039975,0.166123948,0.037219695
9/27/22,California,State,1278,2580,60,108,11,14,6101759,28788119,17.68810788,7.98791831,0.971616779,0.384583257,0.177934639,0.037217735
9/28/22,California,State,1239,2499,73,99,9,13,6097389,28789741,17.72890003,8.00533178,0.993399446,0.378110879,0.173376318,0.038704263
9/29/22,California,State,1024,2205,70,119,13,10,6093214,28791276,17.39171291,7.928989125,1.001113698,0.383548723,0.182873228,0.04366402
9/30/22,California,State,919,2111,47,117,5,12,6087954,28793333,17.22840125,7.848046927,0.994938999,0.383025176,0.166605351,0.042172461
10/1/22,California,State,667,1647,51,123,13,10,6085382,28794171,17.07135465,7.81011248,0.997707058,0.388967614,0.173718405,0.043163498
10/2/22,California,State,599,1377,48,104,6,13,6083721,28794559,16.85058958,7.695898381,0.988586708,0.39590813,0.154980339,0.042666791
10/3/22,California,State,1261,2586,91,122,4,11,6078990,28795940,16.4195509,7.444005747,1.034006354,0.392912533,0.143350881,0.04117644
10/4/22,California,State,1106,2229,52,122,10,13,6074337,28797197,16.02761632,7.269556726,1.015983896,0.399840502,0.141108874,0.040678562
10/5/22,California,State,948,2063,58,114,3,13,6069238,28798643,15.35612873,7.052911685,0.981530607,0.407261253,0.127104683,0.04067652
10/6/22,California,State,818,1901,53,107,9,9,6064383,28800032,14.88315346,6.901778046,0.942269925,0.401289237,0.117783741,0.040178527
10/7/22,California,State,807,1829,48,106,8,9,6058374,28801766,14.63381806,6.761490151,0.945562527,0.395809063,0.124974598,0.038688104
10/8/22,California,State,550,1380,48,81,9,9,6055720,28802521,14.36422329,6.628884028,0.938899798,0.374967177,0.115593191,0.038191101
10/9/22,California,State,517,1239,57,93,6,10,6053875,28802877,14.17510036,6.560356552,0.960423814,0.369506739,0.11562842,0.036702683
10/10/22,California,State,994,2277,59,97,10,8,6049073,28803774,13.55579607,6.406898525,0.885613855,0.357096063,0.129890032,0.03521364
10/11/22,California,State,981,2020,59,128,6,11,6044477,28804900,13.27067432,6.302995076,0.902831272,0.360057788,0.120535065,0.034220368
10/12/22,California,State,899,1925,49,83,8,12,6039514,28806162,13.1656762,6.234281203,0.882284804,0.344668319,0.132460989,0.033722943
10/13/22,California,State,804,1763,49,105,7,12,6034715,28807351,13.14300439,6.165588975,0.873517402,0.343662283,0.127831815,0.035209267
10/14/22,California,State,743,1684,39,105,4,16,6029274,28808870,13.00322394,6.093361425,0.852981162,0.343148283,0.118469606,0.038678564
10/15/22,California,State,524,1258,35,87,4,9,6026766,28809500,12.94700531,6.032732258,0.822521209,0.346115989,0.106667016,0.038677718
10/16/22,California,State,499,1155,43,91,2,10,6025039,28809771,12.90803737,5.991022976,0.789562168,0.345121006,0.09721336,0.038677354
10/17/22,California,State,1091,2237,51,91,5,8,6020199,28810720,13.14859241,5.97099175,0.771213234,0.342134555,0.085426697,0.03867608
10/18/22,California,State,962,2022,51,94,7,11,6015644,28811738,13.11342797,5.971772437,0.752799107,0.325264258,0.087866142,0.038674714
10/19/22,California,State,805,1920,53,100,8,8,6010559,28812839,12.90110573,5.96906519,0.762943062,0.333680611,0.087940478,0.036689993
10/20/22,California,State,916,1749,48,88,7,7,6005598,28813915,13.17818095,5.961901196,0.761194567,0.325239683,0.088013122,0.034209662
10/21/22,California,State,716,1692,43,98,7,13,5999796,28815266,13.12663678,5.965587824,0.771454801,0.321754051,0.095241333,0.032720751
10/22/22,California,State,492,1219,38,79,6,12,5997045,28815736,13.05643029,5.946155848,0.778955064,0.317782716,0.100049274,0.0342075
10/23/22,California,State,503,1199,55,74,10,6,5995339,28815991,13.06967677,5.967916515,0.80777036,0.309352044,0.119140171,0.032224171
10/24/22,California,State,1084,2208,52,116,6,0,5990754,28816831,13.06298721,5.953366033,0.810773211,0.321736577,0.121615982,0.028257296
10/25/22,California,State,975,2035,52,125,11,12,5985684,28817709,13.10507824,5.9596291,0.8138466,0.337094309,0.131265581,0.028752162
10/26/22,California,State,855,2052,55,100,6,2,5980350,28818755,13.23620572,6.024846369,0.819350038,0.337082074,0.126605108,0.025776865
10/27/22,California,State,894,1960,45,96,8,14,5975149,28819734,13.19512821,6.129232738,0.812890667,0.34103616,0.129106165,0.029245834
10/28/22,California,State,864,1893,44,95,8,10,5969113,28821006,13.56267554,6.228591941,0.816105939,0.339534098,0.13162999,0.027757532
10/29/22,California,State,597,1393,49,101,5,10,5966238,28821464,13.8206258,6.31473821,0.842837887,0.350433274,0.129298994,0.026765766
10/30/22,California,State,635,1352,40,87,4,5,5964479,28821715,14.1408591,6.390518895,0.807159471,0.356873777,0.114966334,0.026269875
10/31/22,California,State,1236,2647,64,126,7,9,5959102,28822612,14.5180072,6.607907113,0.836655302,0.361819096,0.117467363,0.030729841
11/1/22,California,State,1353,2750,53,139,8,8,5954053,28823570,15.43726361,6.962060167,0.839764107,0.368745836,0.110368997,0.028746315
11/2/22,California,State,1208,2507,71,110,5,10,5948718,28824637,16.29882991,7.187303992,0.878940879,0.373688264,0.108066502,0.032710113
11/3/22,California,State,1159,2365,61,107,8,15,5943552,28825552,16.94994124,7.387790626,0.918161876,0.379127915,0.10816043,0.033204667
11/4/22,California,State,1012,2438,52,106,7,18,5937547,28826712,17.32317114,7.657580134,0.938338437,0.384563952,0.105863824,0.037167908
11/5/22,California,State,802,1774,47,105,4,8,5934756,28827199,17.82477903,7.84626055,0.933965464,0.38653971,0.103506482,0.036176152
11/6/22,California,State,866,1817,70,119,5,14,5933088,28827427,18.38599297,8.076633805,1.006462161,0.402394567,0.105943385,0.040635905
11/7/22,California,State,1729,3379,80,140,10,8,5927827,28828303,19.5904117,8.439127141,1.045914464,0.409319966,0.113267235,0.040139125
11/8/22,California,State,1380,2923,69,159,3,9,5922939,28829200,19.67170111,8.524591139,1.085368502,0.419217817,0.10130106,0.040633405
11/9/22,California,State,1458,2902,73,132,8,10,5917390,28830226,20.29369609,8.72001489,1.091214684,0.430104155,0.10863863,0.040631959
11/10/22,California,State,1422,2839,73,126,9,11,5912396,28831119,20.94630623,8.954610072,1.121131167,0.439505264,0.111146624,0.038648715
11/11/22,California,State,1119,2598,76,142,5,12,5906640,28832156,21.22550698,9.033564568,1.180269759,0.457326684,0.106417765,0.035674454
11/12/22,California,State,928,2043,70,136,6,4,5904117,28832662,21.53944926,9.166687419,1.236425362,0.472678223,0.111302479,0.033691949
11/13/22,California,State,1016,2018,62,134,2,11,5902405,28832891,21.90874495,9.26620326,1.217421422,0.480106457,0.104073799,0.032205283
11/14/22,California,State,2110,4194,86,175,10,9,5897822,28833601,22.84862833,9.669769853,1.232900649,0.497435514,0.104154672,0.032699944
11/15/22,California,State,1962,3767,82,190,8,17,5893245,28834445,24.27719,10.0876375,1.265371261,0.512779569,0.116355978,0.036662501
11/16/22,California,State,1775,3707,76,152,7,15,5888029,28835355,25.06781132,10.48613511,1.2737709,0.522671858,0.114032823,0.039138461
11/17/22,California,State,1868,3642,101,176,7,10,5883391,28836091,26.17052454,10.88368244,1.342763043,0.547429063,0.109266432,0.038642052
11/18/22,California,State,1785,3720,112,188,5,16,5877679,28837103,27.81467213,11.43913203,1.431566051,0.570197954,0.109372618,0.04062227
11/19/22,California,State,1184,2680,89,157,13,12,5875136,28837526,28.44918946,11.75452529,1.47838523,0.580592702,0.126440842,0.044584764
11/20/22,California,State,1208,2666,98,166,0,17,5873489,28837690,28.92415637,12.07546691,1.566360301,0.596441671,0.121611825,0.047556811
11/21/22,California,State,2483,5366,104,241,4,13,5868889,28838435,29.85476224,12.65572936,1.611402577,0.629120725,0.107102286,0.049537065
11/22/22,California,State,2346,4850,100,250,7,15,5864734,28839161,30.81128658,13.19188367,1.656389823,0.658826378,0.104742298,0.048545102
11/23/22,California,State,2251,4760,113,247,14,19,5860258,28839987,31.99517837,13.71310307,1.747850887,0.705865188,0.121886394,0.050525087
11/24/22,California,State,936,2024,99,215,10,9,5855701,28840754,29.74634707,12.91129312,1.744331842,0.725164318,0.129300123,0.050028413
11/25/22,California,State,2142,4906,130,276,17,13,5851315,28841580,30.64024314,13.49836887,1.789585516,0.768731414,0.158694486,0.04854103
11/26/22,California,State,1866,4472,111,243,11,14,5848980,28841937,32.31821128,14.38579821,1.844033367,0.811318602,0.153872983,0.04953105
11/27/22,California,State,1931,4694,137,267,0,21,5847351,28842098,34.09358235,15.390202,1.939828333,0.861340154,0.15391585,0.051512005
11/28/22,California,State,4402,9298,180,327,14,16,5843166,28842837,38.80968444,17.3373078,2.127026928,0.903913459,0.178474673,0.05299657
11/29/22,California,State,3646,7711,161,349,10,0,5839057,28843582,42.01754789,18.75386252,2.277765057,0.952923055,0.185940005,0.045565967
11/30/22,California,State,3374,6959,186,283,8,21,5834507,28844353,44.79996584,19.8424578,2.458280904,0.970727269,0.171394087,0.046555287
12/1/22,California,State,3095,6439,166,283,11,14,5830147,28845171,50.12370553,22.02844579,2.624290605,1.004377078,0.17397258,0.049030242
12/2/22,California,State,2680,5724,158,292,15,18,5825072,28846132,51.48679462,22.43281699,2.695245655,1.012267433,0.169219245,0.051504801
12/3/22,California,State,1789,4022,138,264,14,25,5822448,28846500,51.32107418,22.20967634,2.762706388,1.022654395,0.176656181,0.056951698
12/4/22,California,State,1728,3748,145,277,19,23,5820761,28846675,50.83773165,21.74105483,2.783141242,1.027600482,0.223338495,0.05794181
12/5/22,California,State,3679,7418,179,340,0,24,5815962,28847424,49.10377927,20.80948372,2.782981437,1.034011613,0.189134661,0.061902036
12/6/22,California,State,3163,6335,177,293,26,23,5811723,28848167,47.95233948,20.12754769,2.824340684,1.006253584,0.228601987,0.073290123
12/7/22,California,State,2766,5765,131,293,22,25,5807728,28848947,46.48978051,19.53574646,2.690995761,1.011178279,0.263196112,0.075268902
12/8/22,California,State,2696,5271,130,250,13,33,5807417,28848986,45.51076666,18.95733874,2.602583165,0.994835659,0.268130024,0.084677401
12/9/22,California,State,2437,5115,155,286,15,0,5805291,28849365,44.92945684,18.65552327,2.596153849,0.991851492,0.268228218,0.075762995
12/10/22,California,State,1532,3558,141,230,20,32,5803355,28849615,44.31180634,18.4255987,2.604404817,0.975006822,0.28308748,0.079228589
12/11/22,California,State,1458,3121,111,216,20,33,5801804,28849838,43.65883439,18.11498164,2.521383251,0.944793619,0.285625446,0.084179725
12/12/22,California,State,3129,6625,156,313,27,24,5798700,28850563,42.32722113,17.72186263,2.466069981,0.931400492,0.352295712,0.08417761
12/13/22,California,State,2842,5579,142,278,13,27,5795600,28851285,41.55862083,17.34708573,2.381116709,0.923949934,0.320440137,0.086156103
12/14/22,California,State,2494,5210,155,299,13,32,5791320,28852165,40.91837933,17.07175676,2.442078342,0.926892562,0.298476242,0.08961942
12/15/22,California,State,2300,4804,139,268,15,15,5787555,28852908,39.96753132,16.84009509,2.465882151,0.935780893,0.303607112,0.080704913
12/16/22,California,State,2084,4430,141,267,18,25,5783284,28853744,39.12507644,16.50045831,2.433120796,0.926346731,0.311241848,0.09308027
12/17/22,California,State,1469,3201,111,214,19,25,5781011,28854084,38.98477767,16.32351247,2.359943121,0.918414184,0.308893079,0.089613459
12/18/22,California,State,1360,2887,123,211,19,34,5779565,28854231,38.75229859,16.20757603,2.390194714,0.915934007,0.306498598,0.090108102
12/19/22,California,State,2871,5972,138,272,22,24,5775976,28854873,38.1382669,15.88392267,2.347160524,0.895615002,0.294322553,0.090106098
12/20/22,California,State,2708,5451,138,265,23,36,5772325,28855539,37.83075772,15.8201862,2.338745653,0.88915833,0.319257343,0.094559711
12/21/22,California,State,2527,5025,135,255,30,31,5768477,28856334,37.93771859,15.72816363,2.290775488,0.867351044,0.36157105,0.094062042
12/22/22,California,State,2295,4872,134,266,21,22,5764655,28857071,37.95048074,15.76142539,2.279903506,0.866338791,0.37667971,0.097524995
12/23/22,California,State,1979,4400,149,250,23,41,5760592,28857850,37.71685767,15.74614879,2.301350774,0.857899769,0.389344905,0.105442961
12/24/22,California,State,1142,2598,95,209,12,40,5758347,28858261,36.92031758,15.44742125,2.262554068,0.855412399,0.372130603,0.112866914
12/25/22,California,State,828,1724,100,236,19,43,5756842,28858447,35.60980135,14.87160513,2.20607062,0.867782564,0.372227889,0.117321431
12/26/22,California,State,2178,4690,176,304,23,28,5753172,28859117,33.9117273,14.23664982,2.301835777,0.883602918,0.374948438,0.119298769
12/27/22,California,State,3068,6110,179,325,23,37,5749424,28859782,34.82833361,14.56252956,2.405209883,0.913282812,0.375192864,0.119791025
12/28/22,California,State,2741,5424,171,303,24,25,5745870,28860458,35.3819352,14.75969053,2.496202863,0.937021067,0.360507386,0.116818263
12/29/22,California,State,2307,4815,160,282,16,32,5742226,28861029,35.4342425,14.73118449,2.562470672,0.944922254,0.348296984,0.12176578
12/30/22,California,State,2073,4217,144,285,22,43,5738421,28861679,35.69174965,14.64027291,2.551722354,0.962224983,0.346038446,0.122752981
12/31/22,California,State,1098,2401,129,224,12,28,5736108,28861993,35.5965603,14.54260527,2.637427926,0.969639009,0.346177981,0.11681205
1/1/23,California,State,825,1696,110,243,13,29,5734463,28862182,35.59929799,14.52865107,2.66309654,0.973097401,0.331330065,0.109881802
1/2/23,California,State,1673,3522,115,228,16,24,5730657,28862788,34.36404786,13.9502413,2.512800888,0.935460566,0.314100111,0.107899684
1/3/23,California,State,2328,4568,150,270,19,29,5726933,28863461,32.54047897,13.18671679,2.442094972,0.908216992,0.304326442,0.103937639
1/4/23,California,State,1912,3509,130,233,0,33,5723196,28864177,30.49245312,12.23860091,2.341349134,0.873549442,0.244618566,0.107894492
1/5/23,California,State,1517,3096,130,242,19,36,5719693,28864783,28.53799521,11.38757911,2.267853986,0.853734364,0.252261291,0.109871901
1/6/23,California,State,1475,3109,134,217,25,35,5716721,28865321,27.05846836,10.83900742,2.244043645,0.820064623,0.259889242,0.105910579
1/7/23,California,State,963,1932,117,187,15,22,5715908,28865397,26.7249128,10.60686706,2.21437134,0.801750869,0.267424078,0.102940852
1/8/23,California,State,825,1670,87,155,12,19,5715778,28865407,26.72552063,10.59399578,2.156936716,0.758198708,0.264930813,0.097991739
1/9/23,California,State,1509,2958,95,220,24,24,5713926,28865645,26.32415711,10.31478275,2.107632675,0.754233227,0.285017942,0.097990931
1/10/23,California,State,1207,2268,109,198,15,35,5709880,28866389,23.53814791,9.176267745,2.006547048,0.71858164,0.275212189,0.100957751
1/11/23,California,State,1152,2317,105,180,19,16,5706022,28867024,21.65131104,8.586168871,1.945313215,0.69233719,0.322967059,0.092542569
1/12/23,California,State,1010,1984,87,194,25,29,5702085,28867707,20.39604811,8.035672129,1.838926338,0.668567129,0.338222147,0.089076301
1/13/23,California,State,963,1830,93,180,15,30,5698573,28868379,19.12508873,7.402563199,1.737277034,0.650241864,0.313361658,0.086599944
1/14/23,California,State,584,1184,66,121,21,23,5697481,28868459,18.17845967,7.032390808,1.609733946,0.617579602,0.328465961,0.087094559
1/15/23,California,State,546,1135,73,141,15,27,5697266,28868469,17.479562,6.767640798,1.574690136,0.610651414,0.336000761,0.091053371
1/16/23,California,State,848,1633,66,168,15,26,5695094,28868767,15.82815967,6.111894462,1.502546377,0.584912902,0.313553084,0.092042132
1/17/23,California,State,1095,2140,82,157,0,24,5691463,28869542,15.55713481,6.048391267,1.435734287,0.564608888,0.276102747,0.086596455
1/18/23,California,State,958,1789,74,128,15,21,5688286,28870281,15.07860691,5.786969256,1.358681935,0.538863576,0.266211248,0.08906836
1/19/23,California,State,929,1562,70,145,8,23,5685418,28870968,14.88268509,5.5780207,1.316651526,0.514604944,0.223629744,0.086097366
1/20/23,California,State,841,1495,51,141,17,20,5682028,28871777,14.58483284,5.412106877,1.211840963,0.495293379,0.228791551,0.081146967
1/21/23,California,State,542,1066,58,104,7,23,5680109,28872106,14.48412849,5.353659639,1.19213004,0.486876255,0.193658256,0.081146043
1/22/23,California,State,513,1068,48,112,11,18,5678951,28872251,14.40406864,5.320481791,1.129484251,0.472524887,0.183635524,0.076692521
1/23/23,California,State,1027,1922,76,121,0,17,5676420,28872855,14.86097626,5.463361941,1.155154632,0.449260337,0.145967252,0.072237896
1/24/23,California,State,1035,1885,60,134,0,22,5674117,28873496,14.71594611,5.337074527,1.100234123,0.437870674,0.146026497,0.071246754
1/25/23,California,State,1002,1827,65,147,10,22,5671684,28874123,14.8330851,5.355759451,1.07803709,0.447261574,0.133495247,0.071739965
1/26/23,California,State,906,1638,65,120,12,24,5669186,28874787,14.78166354,5.393237063,1.065912662,0.434882614,0.143633621,0.072233062
1/27/23,California,State,903,1697,72,130,6,19,5666429,28875540,14.94516463,5.493032709,1.119374679,0.429429199,0.115971251,0.071736444
1/28/23,California,State,588,1244,59,115,15,12,5665135,28875813,15.06457607,5.581042614,1.122152051,0.434867162,0.13617126,0.066293743
1/29/23,California,State,585,1145,73,108,7,18,5664146,28875910,15.24879983,5.619117903,1.185401244,0.43288679,0.126106515,0.06629352
1/30/23,California,State,1177,2254,68,162,7,14,5662670,28876200,15.63119266,5.783309438,1.165527922,0.453166077,0.1437989,0.064808686
1/31/23,California,State,1104,2066,78,153,10,24,5660616,28876874,15.81100007,5.872717188,1.2113775,0.462555014,0.169088109,0.065796596
2/1/23,California,State,1049,2034,87,138,11,12,5658571,28877482,15.93537106,5.974996613,1.267356824,0.458092968,0.171673833,0.060848202
2/2/23,California,State,999,1884,64,137,7,15,5656490,28878131,16.17610921,6.096556001,1.265297536,0.466492398,0.159109271,0.056394627
2/3/23,California,State,919,1780,72,139,7,14,5654318,28878810,16.22274719,6.13747094,1.265783576,0.470933532,0.161696904,0.053919911
2/4/23,California,State,658,1363,85,126,5,12,5653123,28879059,16.40306985,6.196284205,1.3317544,0.476370884,0.136460603,0.053919446
2/5/23,California,State,685,1327,69,110,8,14,5652367,28879147,16.65800237,6.286295684,1.321822976,0.477358777,0.13900624,0.051940592
2/6/23,California,State,1369,2531,65,155,13,14,5650709,28879650,17.1482906,6.423208037,1.314626435,0.473887817,0.154215793,0.051939688
2/7/23,California,State,1138,2139,64,151,5,15,5649003,28880203,17.23945168,6.459194804,1.279618975,0.472889434,0.14161791,0.047486805
2/8/23,California,State,1161,2063,88,151,4,20,5647095,28880813,17.52860795,6.473403046,1.282581069,0.479309815,0.123957539,0.051442952
2/9/23,California,State,994,1981,93,160,8,17,5645453,28881389,17.5210538,6.521253432,1.356338075,0.490676836,0.126524074,0.052431194
2/10/23,California,State,928,1953,74,152,11,12,5643429,28882037,17.55012017,6.606676867,1.3618873,0.497095924,0.136695008,0.051440772
2/11/23,California,State,618,1392,62,144,7,11,5642403,28882318,17.45203747,6.620956511,1.303902408,0.505994211,0.141783563,0.050945654
2/12/23,California,State,596,1290,61,140,5,10,5641662,28882443,17.22896551,6.60262707,1.283816213,0.520830497,0.13420564,0.04896697
2/13/23,California,State,1150,2383,64,165,5,15,5639980,28882940,16.67939045,6.529311569,1.281666146,0.525767608,0.113982167,0.049460735
2/14/23,California,State,1016,2112,65,167,6,17,5638333,28883465,16.37515404,6.515838733,1.284574207,0.533671625,0.116549139,0.050449032
2/15/23,California,State,1015,2023,73,178,3,17,5636801,28884040,16.0095872,6.495925481,1.246907852,0.547014891,0.11404645,0.048964262
2/16/23,California,State,1017,1861,75,126,7,0,5635201,28884582,16.07243975,6.436454082,1.201630354,0.530188933,0.111543746,0.040555497
2/17/23,California,State,890,1816,70,143,9,10,5633256,28885249,15.9816226,6.368549666,1.1919014,0.52572558,0.106510338,0.039565425
2/18/23,California,State,562,1302,64,147,12,21,5632297,28885525,15.8423058,6.323978137,1.197177127,0.527204246,0.119210434,0.044510677
2/19/23,California,State,619,1271,51,117,7,18,5631674,28885664,15.90240182,6.314551052,1.171942836,0.515826813,0.124296967,0.048466949
2/20/23,California,State,935,1881,81,150,10,14,5629892,28886102,15.36187804,6.066189596,1.215450872,0.508400693,0.137023689,0.047971661
2/21/23,California,State,1270,2393,70,175,5,12,5628454,28886630,16.01048631,6.205045626,1.228452025,0.512347754,0.134520573,0.045498063
2/22/23,California,State,1046,2012,73,168,6,10,5627051,28887145,16.09317969,6.199495114,1.228758317,0.507393266,0.142170384,0.042035505
2/23/23,California,State,1045,1779,71,141,10,12,5625560,28887695,16.16854906,6.158825954,1.218926268,0.514801495,0.149826354,0.047969015
2/24/23,California,State,867,1579,76,161,6,16,5624021,28888247,16.11455068,6.041507864,1.234500572,0.523692955,0.14224698,0.050935198
2/25/23,California,State,557,1097,58,119,0,0,5623108,28888508,16.10446445,5.940078318,1.21945779,0.509841887,0.111783631,0.040549985
2/26/23,California,State,541,1138,63,115,7,19,5622645,28888589,15.90761237,5.874291749,1.250047163,0.508851436,0.111792836,0.041044382
2/27/23,California,State,1112,1976,60,161,7,23,5621310,28888993,16.36120914,5.921187452,1.196975692,0.514283861,0.104195336,0.045494342
2/28/23,California,State,1101,1810,70,119,4,18,5620144,28889416,15.93502637,5.632809311,1.197224026,0.486584528,0.101675077,0.048460654
3/1/23,California,State,949,1678,74,160,5,10,5618770,28889922,15.69230073,5.467551725,1.200059291,0.482620103,0.099157441,0.048459805
3/2/23,California,State,906,1574,63,142,12,15,5617463,28890338,15.3424623,5.366104454,1.179993785,0.483107635,0.104266692,0.04994255
3/3/23,California,State,825,1450,67,114,7,10,5616015,28890866,15.23958079,5.302219542,1.157404316,0.459858638,0.106837321,0.046974807
3/4/23,California,State,548,1011,75,105,12,17,5615247,28891033,15.21876827,5.259664577,1.200812207,0.452933417,0.137381058,0.055380505
3/5/23,California,State,552,868,59,95,9,11,5614756,28891109,15.2480866,5.126144517,1.190739951,0.443042875,0.142481704,0.051424619
3/6/23,California,State,1011,1811,75,124,6,8,5613910,28891349,14.99336979,5.044515476,1.229089886,0.42474405,0.139958476,0.044007241
3/7/23,California,State,899,1504,63,135,6,7,5612669,28891794,14.48254196,4.893134313,1.21154481,0.4326488,0.145079946,0.03856755
3/8/23,California,State,846,1471,54,124,10,18,5611455,28892239,14.22345643,4.79070818,1.160890663,0.414842003,0.157840397,0.042522541
3/9/23,California,State,836,1436,50,119,6,14,5610140,28892650,14.0485417,4.722407157,1.128059447,0.403463956,0.142598937,0.042027495
3/10/23,California,State,744,1273,60,116,11,0,5608807,28893108,13.8455723,4.634817608,1.110498441,0.404446427,0.152820886,0.037082496
