date,area,area_type,unvaccinated_cases,vaccinated_cases,unvaccinated_hosp,vaccinated_hosp,unvaccinated_deaths,vaccinated_deaths,population_unvaccinated,population_vaccinated,unvaccinated_cases_per_100k,vaccinated_cases_per_100k,unvaccinated_hosp_per_100k,vaccinated_hosp_per_100k,unvaccinated_deaths_per_100k,vaccinated_deaths_per_100k
1/28/22,California,State,16624,18516,528,442,165,83,7693018,27253917,267.0807663,84.6326577,8.963600873,1.820446056,1.99810121,0.340187011
1/29/22,California,State,8489,10372,424,362,164,111,7668275,27265565,253.6182239,79.40890172,8.428045607,1.762034168,2.028766947,0.350520624
1/30/22,California,State,6327,7653,442,327,166,100,7657391,27272047,244.4323773,75.84374894,8.040784201,1.708185465,2.024188134,0.354627893
1/31/22,California,State,16876,18062,525,435,160,102,7631248,27290964,219.5222291,67.41320785,7.454313408,1.609114494,2.087282634,0.365898188
2/1/22,California,State,14520,15208,542,422,164,113,7601247,27316938,197.6348655,60.42038826,7.053353971,1.528094296,2.118073521,0.371302858
2/2/22,California,State,11952,12969,453,365,174,81,7571581,27343136,178.0284914,54.1880576,6.713072399,1.464457374,2.169767639,0.363110194
2/3/22,California,State,10444,11265,429,336,140,97,7542978,27367852,161.421656,49.09044378,6.331337949,1.403628086,2.145798952,0.358606357
2/4/22,California,State,9330,10279,417,311,182,90,7508104,27389876,148.2930977,44.75480544,6.149545687,1.33417388,2.188111863,0.361968989
2/5/22,California,State,4572,6022,316,251,149,83,7488030,27400159,141.2177645,42.47003509,5.959988332,1.27580073,2.165360678,0.34723469
2/6/22,California,State,3929,4936,311,237,0,69,7479039,27406848,136.8071104,41.04344391,5.716930057,1.2285772,1.850887145,0.330991312
2/7/22,California,State,9696,10715,378,337,140,75,7454658,27428894,123.4951739,37.1839377,5.453924628,1.176548663,1.818613658,0.316662943
2/8/22,California,State,7779,8514,324,295,156,77,7430669,27454301,110.9340607,33.66633571,5.052419525,1.109376008,1.809104556,0.297637466
2/9/22,California,State,6957,7776,313,244,144,75,7406877,27480727,101.6564934,30.93440723,4.79862932,1.045407985,1.757054385,0.294232183
2/10/22,California,State,6013,6801,279,231,126,64,7383319,27506752,93.4074693,28.58674741,4.523710814,0.989886826,1.735572541,0.276815151
2/11/22,California,State,5319,6044,255,208,124,79,7353769,27539098,85.99089023,26.35629429,4.22718123,0.935293627,1.629873645,0.270783845
2/12/22,California,State,2768,3565,237,175,103,76,7336167,27558107,82.68428381,25.06444189,4.083487039,0.895251208,1.544208499,0.266968368
2/13/22,California,State,2236,2752,227,148,0,60,7328597,27565582,79.46950828,23.9257989,3.923962916,0.848884671,1.545803573,0.262231773
2/14/22,California,State,5417,6085,235,216,109,60,7308382,27588107,71.32514811,21.50875065,3.655294115,0.785535179,1.489483484,0.254250345
2/15/22,California,State,4754,5035,227,186,89,50,7289854,27610444,65.57842487,19.69130646,3.474496393,0.728502798,1.361971231,0.240074786
2/16/22,California,State,3988,4466,206,192,95,54,7270862,27634099,59.91625988,17.96331409,3.27333953,0.700997292,1.269254103,0.229013127
2/17/22,California,State,3540,3803,188,178,99,71,7252336,27656489,55.19797838,16.40018111,3.102448646,0.673053102,1.219311563,0.232443512
2/18/22,California,State,2910,3489,175,162,80,58,7228852,27687302,50.61661243,15.06363562,2.954430781,0.648569617,1.136319531,0.221349535
2/19/22,California,State,1730,2054,124,107,66,37,7214637,27704788,48.66099688,14.27499515,2.736500415,0.613096707,1.065294662,0.201099845
2/20/22,California,State,1464,1827,131,127,72,63,7207958,27711724,47.17603198,13.79457404,2.548770203,0.602117511,1.2089812,0.202596046
2/21/22,California,State,2177,2698,145,134,78,45,7190597,27730882,40.852956,12.04021258,2.376119018,0.559458791,1.150311799,0.19472875
2/22/22,California,State,3116,3420,146,144,64,50,7175226,27750874,37.6792512,11.20016205,2.219940031,0.537434811,1.103001594,0.194588466
2/23/22,California,State,2367,2747,138,136,70,46,7159361,27771470,34.52822116,10.30759779,2.089172882,0.508229695,1.055561084,0.190328934
2/24/22,California,State,2178,2543,116,136,51,35,7144617,27791100,31.87614636,9.652627743,1.949519677,0.486281065,0.961763041,0.171689086
2/25/22,California,State,1979,2346,105,131,62,43,7125786,27816317,30.09392327,9.056862971,1.814336191,0.469919457,0.928218405,0.163829843
2/26/22,California,State,1049,1390,102,72,52,35,7114819,27830125,28.77294359,8.711525986,1.772959469,0.451720162,0.901538846,0.162721922
2/27/22,California,State,970,1221,107,90,41,0,7110526,27835238,27.79782295,8.398911994,1.725811645,0.432647896,0.839801243,0.130358915
2/28/22,California,State,2115,2675,134,107,44,39,7099903,27849284,27.71466435,8.382877738,1.706260735,0.418579625,0.772646371,0.127215376
3/1/22,California,State,1935,2358,98,100,52,37,7088634,27865613,25.37865546,7.833515605,1.612238892,0.395777097,0.749691085,0.120476189
3/2/22,California,State,1576,2022,81,102,34,30,7076491,27882406,23.82536769,7.457339637,1.499936298,0.378118629,0.678302283,0.112205935
3/3/22,California,State,1382,1907,100,97,46,38,7064186,27898724,22.25713924,7.127310093,1.470192643,0.357927276,0.669372441,0.113676474
3/4/22,California,State,1241,1595,96,70,32,24,7047780,27920831,20.81303819,6.737417153,1.455372168,0.326433182,0.610121201,0.103865103
3/5/22,California,State,777,1134,72,77,34,30,7038098,27932782,20.28957255,6.603608006,1.396481184,0.328850678,0.574424673,0.101263506
3/6/22,California,State,704,961,78,60,34,27,7033341,27938100,19.76301163,6.469404045,1.338522576,0.313448046,0.560595191,0.115050262
3/7/22,California,State,1564,2008,77,93,37,24,7025031,27949290,18.66590645,6.125890343,1.224193886,0.306166735,0.547023514,0.107337253
3/8/22,California,State,1254,1800,62,75,36,22,7014694,27963849,17.30652827,5.837639058,1.152682396,0.293235742,0.515244958,0.099618414
3/9/22,California,State,1208,1570,89,76,34,21,7004327,27977781,16.58158695,5.60393672,1.170704909,0.279813879,0.516007564,0.094973324
3/10/22,California,State,1025,1374,78,83,33,27,6993620,27990967,15.87773673,5.329270281,1.127558301,0.272536902,0.49024274,0.089314528
3/11/22,California,State,898,1253,78,51,36,18,6979448,28009103,15.20791575,5.151386472,1.093004981,0.262669706,0.499425497,0.086196467
3/12/22,California,State,569,830,46,51,23,18,6970786,28018890,14.80054453,4.994589619,1.041079565,0.249321593,0.477503029,0.080048037
3/13/22,California,State,486,724,45,53,24,17,6966382,28023139,14.36285619,4.873013793,0.974065776,0.24571531,0.457298248,0.074938072
3/14/22,California,State,1084,1586,56,66,20,16,6956574,28035413,13.39739935,4.655846212,0.932314425,0.231849625,0.423032536,0.070828787
3/15/22,California,State,1011,1433,57,76,19,18,6947464,28046389,12.91529851,4.467088946,0.923255697,0.232268251,0.388631017,0.068763627
3/16/22,California,State,888,1399,55,63,16,15,6938187,28057538,12.27368805,4.378247911,0.854484238,0.225556905,0.352088686,0.065681356
3/17/22,California,State,858,1262,62,58,26,19,6929741,28067723,11.94437549,4.319654186,0.822541564,0.21275073,0.338087259,0.061585738
3/18/22,California,State,722,1102,59,57,19,15,6918326,28082096,11.6006593,4.240627704,0.784665456,0.215694115,0.303541637,0.060028079
3/19/22,California,State,387,773,42,34,12,11,6911459,28089722,11.23599849,4.210487686,0.777177232,0.206989792,0.281106658,0.056451761
3/20/22,California,State,419,797,38,42,20,16,6907965,28092807,11.10312516,4.247147169,0.763094279,0.201373357,0.272976815,0.055937044
3/21/22,California,State,953,1568,52,59,23,12,6900683,28101026,10.84364713,4.236754304,0.755618786,0.19775587,0.279475442,0.053887204
3/22/22,California,State,1039,1789,40,47,12,13,6893462,28109257,10.913032,4.416440361,0.721180239,0.182959555,0.265261697,0.05133032
3/23/22,California,State,739,1365,43,47,13,10,6885258,28118201,10.61688611,4.397761537,0.697141632,0.174772409,0.259353286,0.048773695
3/24/22,California,State,729,1390,44,48,9,9,6878043,28126945,10.36008976,4.461405755,0.660486877,0.169639062,0.224316298,0.043679519
3/25/22,California,State,690,1154,40,48,20,14,6869101,28138093,10.30702562,4.486038604,0.621832256,0.165002552,0.226688013,0.043154514
3/26/22,California,State,426,924,25,49,12,9,6863188,28144636,10.3970841,4.561640601,0.586982526,0.172577924,0.226883317,0.042129317
3/27/22,California,State,473,983,39,35,11,12,6860128,28147436,10.51417283,4.655587711,0.58932678,0.169008035,0.208242678,0.040094999
3/28/22,California,State,902,1784,44,39,9,14,6853483,28153913,10.41806042,4.764118275,0.573222612,0.158820856,0.179262344,0.041100605
3/29/22,California,State,866,1672,32,45,11,12,6846983,28160957,10.06699906,4.703573918,0.557075388,0.157766554,0.177346097,0.040583036
3/30/22,California,State,874,1601,40,44,8,10,6840329,28168271,10.35873316,4.822041489,0.551351926,0.156204121,0.167076341,0.040572499
3/31/22,California,State,750,1544,36,32,12,10,6834008,28175245,10.4122124,4.898930655,0.535138802,0.148052965,0.173502034,0.041069487
4/1/22,California,State,791,1654,43,51,10,6,6825067,28185173,10.63725821,5.150631099,0.54211922,0.149521371,0.152798081,0.037000204
4/2/22,California,State,465,1127,26,27,0,9,6819360,28190829,10.72786051,5.252468048,0.544667786,0.138342863,0.127787442,0.03699278
4/3/22,California,State,506,1168,33,39,5,9,6816430,28193179,10.80163244,5.345771249,0.532327249,0.140358165,0.115267711,0.035469572
4/4/22,California,State,1137,2394,33,55,10,9,6809521,28199728,11.30559907,5.653549971,0.50979042,0.148431016,0.117482566,0.032928382
4/5/22,California,State,1024,2103,34,48,13,12,6803605,28205961,11.64718662,5.870592897,0.514433157,0.149917651,0.121784176,0.032921106
4/6/22,California,State,983,2200,35,59,12,12,6797732,28212615,11.88631738,6.172517406,0.504369903,0.15747768,0.130295558,0.03392606
4/7/22,California,State,956,1921,40,56,6,10,6791814,28218911,12.32996916,6.361995026,0.513222872,0.169592451,0.117788856,0.03391849
4/8/22,California,State,913,1836,28,57,11,5,6784024,28227577,12.60103359,6.452150372,0.482225383,0.17257693,0.120029899,0.033401986
4/9/22,California,State,541,1384,30,47,4,5,6779681,28232157,12.76924808,6.581147873,0.490962839,0.182669105,0.128535335,0.031372533
4/10/22,California,State,596,1490,28,38,6,3,6777475,28234243,12.96310836,6.743584377,0.48058353,0.182149638,0.130684995,0.028334388
4/11/22,California,State,1286,2888,32,65,9,10,6772339,28239508,13.28724305,6.992230277,0.478838573,0.187174447,0.128674683,0.028834982
4/12/22,California,State,1215,2645,39,59,2,8,6766836,28244993,13.70127571,7.265004456,0.489783662,0.192701664,0.105556824,0.026806268
4/13/22,California,State,1150,2602,29,48,4,11,6760767,28251585,14.06645134,7.466584871,0.477545141,0.187094433,0.088747327,0.026294353
4/14/22,California,State,1063,2420,28,54,9,7,6754605,28258134,14.30558433,7.71712062,0.452601278,0.186039986,0.095173166,0.024771629
4/15/22,California,State,972,2401,39,53,6,11,6746728,28266565,14.44721479,8.000365702,0.476421417,0.183962926,0.084697141,0.027796596
4/16/22,California,State,684,1842,38,45,7,7,6742072,28271053,14.76019326,8.230528742,0.493701555,0.182923097,0.091112304,0.028802808
4/17/22,California,State,637,1571,27,40,7,7,6739583,28273200,14.85255097,8.270830933,0.491764211,0.183919754,0.093265626,0.030821717
4/18/22,California,State,1788,4088,41,77,10,4,6733943,28279070,15.92995791,8.875317126,0.511269125,0.189943607,0.095465189,0.027784304
4/19/22,California,State,1697,3776,38,73,6,3,6728066,28285009,16.96730425,9.444679941,0.509592419,0.196974608,0.104041786,0.025253155
4/20/22,California,State,1621,3668,41,70,10,4,6722156,28291051,17.98317598,9.980945161,0.535542466,0.208041557,0.116884268,0.021713075
4/21/22,California,State,1563,3566,43,80,4,6,6716596,28296612,19.06152632,10.55754863,0.567889704,0.221126927,0.106346387,0.021203952
4/22/22,California,State,1458,3286,29,66,4,6,6710043,28303798,20.1148381,11.00155231,0.547154254,0.227632247,0.102192234,0.018674929
4/23/22,California,State,1035,2341,30,55,9,3,6705981,28307698,20.87475558,11.25186109,0.530443325,0.232647469,0.106514724,0.016653723
4/24/22,California,State,995,2400,37,58,10,5,6703307,28309820,21.64603232,11.66934805,0.551966365,0.241713199,0.112950646,0.015643234
4/25/22,California,State,2295,5068,68,75,9,5,6697204,28315418,22.7472326,12.16147128,0.61006269,0.24065637,0.110920489,0.016144662
4/26/22,California,State,2231,4849,62,81,5,4,6690975,28321067,23.90853778,12.70028824,0.661872362,0.244643729,0.108888679,0.016645862
4/27/22,California,State,2204,4796,46,81,5,8,6684374,28326805,25.17812438,13.26658619,0.673211882,0.250141669,0.098310307,0.018659762
4/28/22,California,State,1969,4616,47,80,4,6,6678344,28332390,26.06933695,13.79340042,0.682376178,0.25009236,0.098399073,0.018656083
4/29/22,California,State,1850,4205,42,80,10,0,6671568,28339152,26.93519724,14.25337538,0.710905913,0.25709006,0.111346709,0.015627043
4/30/22,California,State,1296,3147,59,83,6,8,6667735,28342461,27.50987726,14.65796697,0.773447484,0.271173145,0.104983176,0.018145415
5/1/22,California,State,1384,3511,43,84,5,5,6666244,28343370,28.34965451,15.21746658,0.786478434,0.28426905,0.094291692,0.018144833
5/2/22,California,State,2955,6798,66,91,3,7,6660463,28348541,29.78986381,16.08649177,0.782871358,0.292280096,0.081504415,0.019149386
5/3/22,California,State,2930,6426,46,105,6,5,6654683,28353621,31.3162926,16.87816674,0.749203874,0.304319911,0.083721923,0.019649796
5/4/22,California,State,2820,6356,53,96,1,9,6649143,28358669,32.66586386,17.66101424,0.764867636,0.311822009,0.075197661,0.020150049
5/5/22,California,State,2720,6084,59,97,2,4,6643340,28363706,34.30933407,18.39725337,0.791340328,0.320328884,0.070962584,0.019139147
5/6/22,California,State,2607,5737,67,96,0,13,6638109,28369111,35.96549215,19.16521106,0.845765822,0.328324906,0.049497745,0.025681856
5/7/22,California,State,1670,4197,53,73,3,8,6634520,28372415,36.79025978,19.69166178,0.833303906,0.323251601,0.043064801,0.025678865
5/8/22,California,State,1665,4009,53,94,10,8,6632381,28374094,37.40738055,19.94122828,0.855111998,0.328267247,0.053848363,0.027187778
5/9/22,California,State,3835,8294,74,117,6,5,6627274,28378533,39.33312982,20.69119339,0.873015705,0.341304263,0.060356641,0.026176728
5/10/22,California,State,3512,7742,64,125,8,13,6622189,28383090,40.61885191,21.35023756,0.912516563,0.351315821,0.064717487,0.030199068
5/11/22,California,State,3616,7572,75,141,6,4,6617079,28387912,42.3687163,21.95854147,0.960717389,0.3739016,0.075562042,0.027677777
5/12/22,California,State,3439,7344,62,140,6,3,6611803,28392534,43.95602401,22.58893633,0.967965924,0.395476199,0.084264891,0.027170121
5/13/22,California,State,3426,7274,68,124,12,8,6605728,28398655,45.76763854,23.357243,0.971018745,0.409476133,0.110293889,0.024649055
5/14/22,California,State,2192,5305,48,135,4,11,6602344,28401680,46.92056553,23.91206637,0.960697768,0.440617798,0.112514153,0.026155394
5/15/22,California,State,2152,5287,104,130,11,14,6600194,28403304,47.98993138,24.55348152,1.071397079,0.458699151,0.114715243,0.029171657
5/16/22,California,State,5366,10909,98,170,4,7,6595109,28407672,51.34324326,25.86474326,1.124209731,0.485281381,0.110471476,0.030172936
5/17/22,California,State,4945,10284,85,164,4,11,6590401,28412072,54.48617076,27.13886649,1.170533586,0.504815599,0.101879775,0.029162654
5/18/22,California,State,4755,10111,112,164,10,5,6585719,28416495,56.99562081,28.41106397,1.251626002,0.516299726,0.110628988,0.029660841
5/19/22,California,State,4553,9144,97,183,8,7,6580825,28421033,59.45628832,29.31129009,1.328535122,0.537831059,0.115052878,0.031666689
5/20/22,California,State,4192,8822,101,159,10,7,6575126,28426499,61.17210312,30.08360011,1.40138542,0.555316864,0.110807219,0.03115805
5/21/22,California,State,2506,5885,76,127,6,13,6571973,28429199,61.88400348,30.37219384,1.462922278,0.551244112,0.115207847,0.032160094
5/22/22,California,State,2513,5606,102,146,9,6,6570379,28430276,62.68392476,30.53133518,1.458928668,0.559262949,0.110887276,0.028139016
5/23/22,California,State,5741,12495,116,182,5,7,6566027,28434180,63.54136005,31.32397096,1.49905828,0.565215124,0.113136474,0.028135153
5/24/22,California,State,5449,11577,90,185,11,14,6561300,28438200,64.68448108,31.96907178,1.511024601,0.575684416,0.128458864,0.029638203
5/25/22,California,State,5247,10822,106,189,7,13,6556367,28442534,65.80517185,32.32131146,1.499088051,0.588153342,0.122018795,0.033651814
5/26/22,California,State,4717,9822,109,156,4,0,6551790,28446724,66.20873292,32.65703686,1.526300446,0.57450753,0.113382319,0.030131514
5/27/22,California,State,4275,8950,114,184,6,12,6546152,28451800,66.44688797,32.71547971,1.555984995,0.586957591,0.104750743,0.03263665
5/28/22,California,State,2396,5854,87,161,9,14,6542839,28454495,66.24035835,32.69681745,1.58079041,0.603971861,0.111354021,0.033135613
5/29/22,California,State,2209,5094,105,134,13,13,6540983,28455889,65.59520837,32.43817625,1.587791053,0.597917911,0.120121744,0.036648201
5/30/22,California,State,2401,5739,100,159,7,12,6536378,28459869,58.34161628,29.04239851,1.553940555,0.586289216,0.124577513,0.039152876
5/31/22,California,State,7292,15180,126,219,3,10,6531660,28463875,62.41467385,30.84661824,1.633800377,0.603270938,0.107170306,0.037139808
6/1/22,California,State,6338,13062,113,214,13,6,6526689,28468064,64.85020856,31.96614584,1.650366452,0.615727555,0.120384821,0.033621635
6/2/22,California,State,5634,11188,130,185,9,12,6521872,28472234,66.90673212,32.64684364,1.697584462,0.630187893,0.131425894,0.039637614
6/3/22,California,State,4931,10393,120,202,11,8,6515872,28477497,68.40658801,33.36468992,1.712302338,0.639101112,0.142509157,0.037623692
6/4/22,California,State,2981,6911,108,168,11,5,6512209,28480450,69.72836933,33.89141875,1.759332794,0.642546027,0.14697668,0.033105416
6/5/22,California,State,2887,6136,119,173,6,12,6510121,28482007,71.23852668,34.41220176,1.790618463,0.662072124,0.131663122,0.032602036
6/6/22,California,State,6464,13268,143,244,5,17,6505215,28486247,80.21476396,38.18283659,1.886398616,0.704600665,0.127370337,0.035104659
6/7/22,California,State,5860,11814,130,209,7,13,6500590,28490237,77.12486757,36.48969294,1.89653115,0.699487738,0.136251369,0.036604018
6/8/22,California,State,5496,11043,118,216,9,15,6495770,28494492,75.33034135,35.47201834,1.908934584,0.700385985,0.127555537,0.041110702
6/9/22,California,State,5012,9732,116,202,9,19,6491270,28498556,74.0136918,34.73709836,1.879447319,0.708807843,0.127643963,0.044613789
6/10/22,California,State,4701,9500,120,223,14,15,6485649,28503932,73.57122516,34.28298945,1.881076204,0.719199021,0.134362586,0.048113663
6/11/22,California,State,2766,6353,115,166,10,18,6482822,28506322,73.1295282,34.00047791,1.897321876,0.718136439,0.132217552,0.054624474
6/12/22,California,State,2468,5784,100,180,10,16,6480817,28507769,72.22854773,33.82235909,1.856027015,0.721607804,0.141075688,0.056626168
6/13/22,California,State,5786,11527,121,235,8,9,6480220,28508129,70.74054364,32.94949912,1.807698769,0.717088699,0.147702216,0.052616571
6/14/22,California,State,5236,10476,113,241,9,11,6475115,28512898,69.41961649,32.27361476,1.771617735,0.733001605,0.152231163,0.051605718
6/15/22,California,State,5042,10227,122,200,13,14,6470338,28516752,68.46849202,31.86047075,1.781757217,0.724887202,0.161175064,0.051097785
6/16/22,California,State,4676,9539,114,200,15,18,6466004,28520588,67.77204062,31.75951351,1.778532769,0.723787923,0.174539241,0.050590021
6/17/22,California,State,4413,9386,123,204,17,20,6461075,28525294,67.18696192,31.69718176,1.786522698,0.71415315,0.181305521,0.053085718
6/18/22,California,State,2921,6603,107,191,13,16,6457968,28527795,67.56216285,31.81959409,1.769685361,0.72660966,0.18802907,0.052079535
6/19/22,California,State,2680,6002,109,209,12,17,6456058,28529123,68.05125622,31.92727456,1.790123765,0.741097339,0.19251022,0.052577852
6/20/22,California,State,5395,11619,136,231,9,15,6451528,28533000,67.23324193,31.9689983,1.82459544,0.738993947,0.194859707,0.055574748
6/21/22,California,State,6077,12007,160,238,12,18,6446982,28536619,69.14420245,32.73137778,1.930028212,0.737398398,0.201644739,0.059071969
6/22/22,California,State,5503,11064,142,244,17,20,6442534,28540340,70.21416462,33.14606623,1.975708848,0.759326223,0.210653581,0.062067536
6/23/22,California,State,5367,10560,124,244,12,22,6438264,28543868,71.79397605,33.65296232,1.99920795,0.781253613,0.204136661,0.064061795
6/24/22,California,State,4900,10326,149,240,9,22,6433140,28548268,72.93261367,34.11815686,2.058537066,0.799147805,0.186534103,0.065052733
6/25/22,California,State,3386,7339,133,240,7,13,6430437,28550509,73.99630405,34.48374848,2.117163377,0.82360303,0.173283047,0.063546528
6/26/22,California,State,3160,6788,137,231,0,16,6428753,28551710,75.08232379,34.87556937,2.179938429,0.834575983,0.146662524,0.063043509
6/27/22,California,State,6967,14088,161,287,11,15,6424561,28555215,78.62682869,36.10648953,2.236951065,0.862489441,0.15120544,0.063035771
6/28/22,California,State,6578,13042,163,299,14,16,6420254,28558552,79.79435082,36.6200039,2.245127017,0.892902413,0.155757078,0.062027955
6/29/22,California,State,6236,12096,151,294,11,18,6416003,28562144,81.47929927,37.13156627,2.266653732,0.917798248,0.142500824,0.061019829
6/30/22,California,State,5742,11074,159,264,16,0,6411732,28565575,82.36909644,37.38415908,2.34614565,0.927690061,0.151507981,0.050010246
7/1/22,California,State,5311,11300,164,314,14,21,6406967,28569689,83.34676923,37.86580546,2.381336264,0.964558727,0.162769239,0.049503014
7/2/22,California,State,3364,7179,175,248,21,24,6404322,28571721,83.33211764,37.78311329,2.476006493,0.968490088,0.194065374,0.054999437
7/3/22,California,State,2929,6128,162,251,20,26,6403034,28572677,82.8334996,37.45186354,2.532281683,0.978457246,0.238726115,0.059997378
7/4/22,California,State,2854,6401,170,260,15,25,6399103,28575221,73.70229412,33.60553937,2.553929378,0.964871928,0.247802588,0.064991373
7/5/22,California,State,8498,16955,204,357,14,17,6394860,28578417,78.04035473,35.55780274,2.647215331,0.993756932,0.247967006,0.065483983
7/6/22,California,State,7320,14133,203,316,16,28,6390208,28581786,80.52051782,36.57174238,2.765391764,1.004635809,0.259325339,0.070474452
7/7/22,California,State,6723,12971,198,302,15,20,6385524,28585034,82.77427864,37.51563543,2.854671195,1.023512614,0.25727836,0.080461685
7/8/22,California,State,6415,12276,191,298,0,29,6380122,28588985,85.31632646,37.99815109,2.917543852,1.015376077,0.226148833,0.084448109
7/9/22,California,State,4042,8360,192,317,22,25,6376727,28591032,86.88066554,38.5855257,2.957182087,1.049779725,0.228509525,0.08494172
7/10/22,California,State,3499,7196,173,265,0,25,6374916,28592162,88.18267454,39.11761352,2.982672354,1.05673316,0.183755923,0.084438725
7/11/22,California,State,7973,14804,223,335,18,18,6370319,28595323,99.72588724,43.31127856,3.103679513,1.094085011,0.190616155,0.080932316
7/12/22,California,State,7250,13573,218,332,21,27,6365847,28598550,96.99528482,41.61699507,3.137277502,1.081473411,0.206458891,0.085918442
7/13/22,California,State,6719,12916,203,325,19,13,6361315,28601738,95.71471128,41.00450119,3.139512596,1.0858481,0.213343131,0.078416813
7/14/22,California,State,6369,12080,215,333,0,20,6356767,28605082,94.98763848,40.5547318,3.179963292,1.101202926,0.17978591,0.078407646
7/15/22,California,State,5940,11447,185,337,18,0,6351820,28608506,93.99330765,40.13591522,3.168945504,1.120545856,0.220409269,0.063917054
7/16/22,California,State,3945,7856,196,272,15,23,6349420,28610101,93.81059327,39.88201829,3.179143022,1.0980138,0.20474311,0.062914843
7/17/22,California,State,3375,6802,180,253,18,28,6348047,28611006,93.55183233,39.68402929,3.195583506,1.091987368,0.24529479,0.064410778
7/18/22,California,State,7571,14166,199,348,17,27,6347685,28611174,92.65245069,39.36523941,3.141752803,1.098471927,0.24305824,0.068904148
7/19/22,California,State,6811,12813,215,339,21,31,6342928,28614994,91.73320947,38.98056283,3.137352339,1.101819956,0.243240526,0.070891905
7/20/22,California,State,6384,11514,213,291,35,28,6338327,28618430,91.04475496,38.27603401,3.162168368,1.084715589,0.279478886,0.078371076
7/21/22,California,State,5746,10605,177,292,19,21,6333864,28621705,89.70376196,37.53544981,3.078689407,1.064127481,0.322529366,0.07886123
7/22/22,California,State,5368,10461,183,312,20,28,6328510,28625702,88.48844357,37.03814345,3.076779301,1.051502597,0.327316947,0.092823675
7/23/22,California,State,3500,6951,169,271,18,16,6325394,28627716,87.52701526,36.58392747,3.017316279,1.050929606,0.3342536,0.089324026
7/24/22,California,State,3047,6003,160,257,20,23,6323690,28628751,86.80962268,36.18390477,2.972947757,1.052887607,0.338861826,0.086825803
7/25/22,California,State,6923,12879,207,348,29,38,6319138,28632049,85.40721852,35.53759934,2.993174973,1.05276633,0.3662344,0.092304157
7/26/22,California,State,6175,11120,190,327,20,33,6314358,28635387,84.03297465,34.68884745,2.938880383,1.046657011,0.364249224,0.093291164
7/27/22,California,State,5532,9931,186,286,25,25,6309397,28638905,82.16995335,33.89495114,2.880057884,1.04403433,0.341893664,0.091783238
7/28/22,California,State,4887,9032,160,268,22,31,6304403,28642468,80.28855842,33.10618544,2.843817476,1.031934219,0.348962463,0.096759419
7/29/22,California,State,4501,8356,178,283,13,27,6298412,28646772,78.39844619,32.05147961,2.835181766,1.017317314,0.333417376,0.096246197
7/30/22,California,State,2735,5761,151,260,21,26,6295177,28648922,76.70271112,31.45568369,2.795791127,1.011755845,0.340396647,0.101225449
7/31/22,California,State,2546,5006,165,217,24,27,6293311,28650088,75.58819197,30.95727215,2.807970013,0.991769579,0.349577512,0.103215839
8/1/22,California,State,5697,10770,204,315,22,27,6288273,28653602,72.8635214,29.90199976,2.803404278,0.97519527,0.333954967,0.097718953
8/2/22,California,State,5135,9185,152,313,14,24,6283225,28657061,70.55748782,28.93378155,2.719258706,0.968098478,0.320581503,0.093220605
8/3/22,California,State,4581,8250,162,258,20,33,6278312,28660723,68.4487896,28.0922033,2.666776857,0.954018402,0.309455335,0.097196232
8/4/22,California,State,4134,7296,167,244,13,31,6273306,28664251,66.78866204,27.22355652,2.684845462,0.94193984,0.289207272,0.097184269
8/5/22,California,State,3828,7066,141,259,28,37,6267640,28668555,65.31508328,26.57665466,2.602939179,0.929839082,0.323657936,0.102152739
8/6/22,California,State,2407,4932,148,208,17,23,6264497,28670801,64.59987359,26.16150935,2.597403841,0.903856356,0.314698622,0.100649936
8/7/22,California,State,2299,4367,136,211,24,13,6262762,28671946,64.054349,25.8420847,2.531972771,0.900830778,0.314785804,0.093670457
8/8/22,California,State,4735,8866,161,295,0,29,6258015,28674631,61.90689631,24.89109126,2.435733558,0.890782418,0.264803273,0.094658087
8/9/22,California,State,4244,7292,136,279,17,27,6253010,28678107,59.9208564,23.94509512,2.40112933,0.873737686,0.271869068,0.096141034
8/10/22,California,State,3729,6808,162,258,16,24,6248103,28681638,58.01989591,23.22391769,2.403015077,0.87363012,0.262936949,0.091646489
8/11/22,California,State,3619,6013,136,237,17,22,6243280,28685134,56.88630701,22.58213012,2.333938022,0.87003752,0.272292769,0.087153157
8/12/22,California,State,3297,5745,130,220,26,26,6238039,28689316,55.71805957,21.92105242,2.310707855,0.850490824,0.267941347,0.081663053
8/13/22,California,State,2103,3975,119,196,15,16,6235087,28691347,55.04792017,21.44300062,2.245357603,0.844455697,0.263485841,0.078171901
8/14/22,California,State,1980,3792,130,186,22,28,6233634,28692187,54.32969414,21.15608286,2.232130682,0.831983584,0.258963827,0.085638047
8/15/22,California,State,4089,7083,159,249,0,20,6229082,28695209,52.88786649,20.26620044,2.229175067,0.808995178,0.259153069,0.081148439
8/16/22,California,State,3880,6406,148,216,0,27,6224494,28698560,52.09144023,19.82279648,2.25835913,0.777540257,0.22032772,0.081138964
8/17/22,California,State,3420,5820,143,213,13,23,6219610,28701881,51.42260872,19.32874813,2.216491755,0.755052555,0.213610086,0.080631848
8/18/22,California,State,3162,5219,161,218,0,24,6215025,28705226,50.41009489,18.93134621,2.275591352,0.745508849,0.174691861,0.081617791
